date,close,high,low,open,volume
2025-06-12,6939.26611328125,6999.689385411741,6847.14538691837,6890.234113765523,24633
2025-06-13,6931.8369140625,6973.439822092027,6746.109646073543,6790.188917676256,22837
2025-06-16,6969.97314453125,6997.708417471898,6787.217506761618,6928.865507851359,22055
2025-06-17,6987.3076171875,7206.218162041262,6887.262526552975,6969.973071780528,56990
2025-06-18,6902.6162109375,7070.513670613745,6884.291119468411,6962.544212768844,26594
2025-06-19,6798.11328125,6953.628913649279,6710.450010757413,6904.101642184541,29019
2025-06-20,6541.56201171875,6834.763458640124,6481.1387405626565,6765.4252786249335,69607
2025-06-23,6670.828125,6697.572851315985,6468.756859501448,6488.072495174104,35144
2025-06-24,6721.34619140625,6761.463282372569,6589.603645763773,6735.709100517648,29370
2025-06-25,6711.44091796875,6785.236556429184,6676.276553333241,6735.709282294665,12069
2025-06-26,6534.13330078125,6753.539126010242,6510.855481851763,6731.251852567117,39799
2025-06-27,6751.5576171875,6819.905251516423,6588.11762205312,6595.051440028517,105047
2025-06-30,6810.0,6854.574545454545,6777.312,6854.574545454545,39675
2025-07-01,6788.5,6869.5,6750.0,6835.0,20934
2025-07-02,6653.0,6785.0,6609.0,6752.5,35382
2025-07-03,6765.0,6800.0,6650.0,6700.0,28832
2025-07-04,6750.0,6828.5,6710.0,6765.0,14844
2025-07-07,6738.0,6774.5,6655.5,6745.0,16158
2025-07-08,6779.0,6803.5,6655.0,6700.0,17591
2025-07-09,6779.5,6811.5,6730.5,6802.5,20810
2025-07-10,6827.0,6848.0,6766.0,6779.5,20360
2025-07-11,6673.5,6855.0,6615.0,6827.0,49097
2025-07-14,6626.5,6707.5,6602.0,6676.0,16028
2025-07-15,6507.0,6696.5,6440.0,6626.5,58242
2025-07-16,6925.5,7030.0,6520.0,6520.0,303927
2025-07-17,7052.5,7100.0,6859.5,6950.0,83719
2025-07-18,6921.5,7084.5,6902.0,7052.0,30216
2025-07-21,6907.0,6964.0,6818.0,6953.0,31055
2025-07-22,6868.0,7026.5,6839.0,6900.0,30332
2025-07-23,6787.0,6880.0,6750.0,6880.0,29006
2025-07-24,6708.0,6825.0,6688.0,6804.0,17821
2025-07-25,6613.5,6709.0,6600.0,6700.0,9355
2025-07-28,6542.0,6647.0,6425.0,6591.5,22282
2025-07-29,6482.5,6561.0,6432.0,6535.0,13433
2025-07-30,6513.5,6550.0,6428.5,6484.0,15138
2025-07-31,6545.0,6605.0,6376.0,6435.0,13986
2025-08-01,6434.0,6574.5,6406.0,6500.0,8175
2025-08-04,6577.5,6600.0,6400.0,6449.0,21950
2025-08-05,6405.5,6559.0,6378.5,6559.0,17662
2025-08-06,6261.0,6425.0,6221.5,6400.0,35690
2025-08-07,6243.5,6360.5,6182.5,6251.0,37922
2025-08-08,6205.5,6299.0,6172.0,6203.0,18647
2025-08-11,6388.0,6420.0,6184.5,6211.0,24264
2025-08-12,6356.0,6440.0,6334.0,6440.0,6174
2025-08-13,6410.5,6435.0,6290.0,6350.0,10982
2025-08-14,6398.0,6434.5,6318.0,6403.0,12610
2025-08-18,6499.0,6531.0,6417.0,6460.0,18708
2025-08-19,6498.5,6600.0,6475.5,6600.0,13900
2025-08-20,6500.0,6570.0,6480.0,6570.0,15025
2025-08-21,6477.5,6545.5,6462.0,6522.0,4816
2025-08-22,6528.5,6579.0,6413.0,6523.0,14139
2025-08-25,6467.0,6574.0,6436.0,6574.0,6843
2025-08-26,6312.5,6475.5,6290.0,6453.5,7625
2025-08-28,6247.0,6310.0,6220.0,6310.0,5718
2025-08-29,6311.0,6332.5,6201.5,6247.0,13235
2025-09-01,6287.0,6343.5,6271.5,6310.5,5580
2025-09-02,6333.0,6398.0,6211.0,6300.0,21728
2025-09-03,6308.0,6375.5,6294.0,6351.0,7214
2025-09-04,6365.0,6395.0,6319.5,6319.5,7225
2025-09-05,6341.0,6394.5,6297.5,6366.0,5218
2025-09-08,6384.5,6430.0,6280.5,6328.5,10626
2025-09-09,6344.5,6400.0,6320.5,6384.5,5381
2025-09-10,6374.0,6430.0,6315.0,6344.0,14183
2025-09-11,6341.5,6401.0,6327.0,6374.0,8023
2025-09-12,6322.0,6375.0,6285.0,6342.0,10447
2025-09-15,6319.0,6350.0,6266.0,6322.0,8396
2025-09-16,6339.5,6390.0,6311.0,6343.0,3899
2025-09-17,6374.0,6392.0,6320.0,6340.0,23422
2025-09-18,6347.5,6450.0,6333.5,6385.0,8095
2025-09-19,6264.0,6400.0,6240.0,6400.0,16132
2025-09-22,6302.0,6335.0,6240.0,6269.5,39185
2025-09-23,6180.0,6349.5,6169.0,6305.5,20601
2025-09-24,6122.5,6180.0,6029.5,6180.0,35549
2025-09-25,6128.0,6162.0,6097.5,6130.0,12371
2025-09-26,6179.5,6298.0,5962.0,6128.0,22204
2025-09-29,6158.5,6184.5,6081.0,6149.0,11023
2025-09-30,6162.5,6185.0,6113.0,6158.5,4292
2025-10-01,6106.0,6192.0,6080.0,6171.0,7220
2025-10-03,6148.5,6170.0,6066.0,6106.0,5930
2025-10-06,6123.0,6160.0,6083.5,6160.0,9611
2025-10-07,6089.0,6166.5,6080.0,6130.0,5111
2025-10-08,6177.0,6187.5,6052.0,6100.0,11017
2025-10-09,6023.0,6199.0,6015.0,6177.0,14964
2025-10-10,5967.0,6059.5,5947.5,6023.0,12915
2025-10-13,6012.0,6070.0,5901.5,5967.0,15032
2025-10-14,6091.0,6129.5,6013.5,6062.0,16490
2025-10-15,6053.0,6139.0,6016.5,6090.5,18986
2025-10-16,6039.0,6119.5,6021.0,6090.0,8631
2025-10-17,6002.0,6170.0,5959.5,6039.0,12560
2025-10-20,6042.5,6094.5,5934.0,6065.0,14308
2025-10-21,6069.0,6087.5,6005.0,6005.0,1706
2025-10-23,6022.0,6080.0,5975.0,6074.5,12806
2025-10-24,6072.0,6085.0,5997.0,6020.0,11094
2025-10-27,5997.0,6075.0,5982.0,6072.0,7542
2025-10-28,5967.0,6050.0,5957.5,6050.0,4766
2025-10-29,6126.5,6150.0,5936.5,5975.0,16621
2025-10-30,6183.5,6195.0,6050.0,6100.0,13680
2025-10-31,6226.5,6249.0,6151.0,6183.5,14980
2025-11-03,6283.0,6311.0,6120.0,6230.0,18095
2025-11-04,6294.5,6310.0,6157.5,6250.0,13291
2025-11-06,6184.5,6329.5,6140.0,6329.5,9144
2025-11-07,5997.0,6174.0,5975.0,6171.0,16086
2025-11-10,5923.5,6003.0,5855.0,6001.0,14192
2025-11-11,5819.0,5997.0,5755.0,5973.5,33450
2025-11-12,5771.5,5861.5,5759.5,5861.0,13711
2025-11-13,5686.0,5791.5,5650.0,5760.0,24634
2025-11-14,5617.0,5698.5,5593.5,5698.5,91142
2025-11-17,5620.5,5660.0,5588.5,5621.0,30249
2025-11-18,5680.0,5714.0,5582.0,5610.0,32335
2025-11-19,5651.0,5699.5,5616.0,5699.5,7669
2025-11-20,5682.0,5722.0,5605.0,5665.0,10032
2025-11-21,5584.5,5683.5,5573.0,5683.5,10648
2025-11-24,5498.0,5587.0,5418.0,5584.5,55234
2025-11-25,5467.0,5525.0,5380.0,5500.0,19963
2025-11-26,5552.0,5578.0,5439.5,5500.0,11653
2025-11-27,5558.0,5610.0,5495.5,5607.5,11704
2025-11-28,5537.0,5560.0,5491.5,5560.0,51292
2025-12-01,5501.0,5580.0,5460.5,5546.0,10781
2025-12-02,5409.5,5519.5,5400.0,5480.0,10235
2025-12-03,5486.5,5496.0,5400.0,5410.0,17558
2025-12-04,5405.0,5487.5,5395.0,5487.5,7299
2025-12-05,5344.0,5433.0,5331.5,5405.0,11021
2025-12-08,5320.5,5400.5,5231.0,5382.5,15391
2025-12-09,5265.0,5328.0,5231.0,5328.0,20391
2025-12-10,5355.5,5392.5,5284.5,5307.0,19120
2025-12-11,5277.5,5342.0,5242.0,5342.0,8533
2025-12-12,5258.5,5327.5,5250.0,5327.5,8243
2025-12-15,5179.5,5269.0,5168.0,5269.0,34310
2025-12-16,5352.5,5387.5,5131.5,5175.0,47374
2025-12-17,5431.0,5520.0,5329.5,5379.0,51382
2025-12-18,5291.0,5421.0,5275.0,5421.0,21086
2025-12-19,5291.5,5327.5,5247.0,5280.0,12105
2025-12-22,5331.0,5340.0,5261.5,5300.0,20912
2025-12-23,5299.0,5340.0,5276.0,5340.0,10696
2025-12-24,5250.0,5314.5,5230.0,5310.0,12330
2025-12-26,5181.0,5270.0,5151.0,5260.0,24533
2025-12-29,5141.0,5202.5,5124.0,5198.0,13229
2025-12-30,5158.0,5171.0,5116.0,5142.0,5917
2025-12-31,5235.5,5249.0,5139.5,5173.0,12038
2026-01-01,5239.0,5277.0,5211.5,5277.0,7796
2026-01-02,5258.0,5271.5,5186.0,5245.0,15070
2026-01-05,5182.0,5258.0,5151.0,5258.0,11912
2026-01-06,5177.0,5193.5,5150.0,5182.0,9348
2026-01-07,5171.0,5181.5,5132.5,5160.0,9139
2026-01-08,5188.5,5264.0,5140.0,5171.0,18631
2026-01-09,5121.5,5152.5,5091.0,5151.0,52716
2026-01-12,5058.0,5129.5,5004.0,5129.5,15287
2026-01-13,5074.5,5120.0,5009.0,5059.5,15385
2026-01-14,5096.5,5106.0,5030.0,5074.5,6704
2026-01-16,5196.0,5247.0,5081.0,5086.0,20400
2026-02-02,5020.5,5063.89990234375,4875.0,5060.0,9408
2026-02-03,5147.60009765625,5177.89990234375,5056.60009765625,5149.89990234375,13171
2026-02-04,5184.10009765625,5250.0,4920.39990234375,5075.0,85448
2026-02-05,5053.60009765625,5184.0,5010.0,5184.0,13868
2026-02-06,5167.10009765625,5200.0,5006.39990234375,5050.10009765625,23703
2026-02-09,5275.60009765625,5304.39990234375,5137.0,5167.10009765625,13503
2026-02-10,5287.39990234375,5349.5,5257.7001953125,5301.7998046875,11680
2026-02-11,5216.39990234375,5328.0,5145.60009765625,5287.39990234375,6856
2026-02-12,5191.5,5267.89990234375,5170.60009765625,5230.5,7894
2026-02-13,5111.7998046875,5182.89990234375,5097.0,5170.0,7443
