date,close,high,low,open,volume
2025-06-17,13188.1962890625,13378.924349273822,13077.35432736901,13378.924349273822,8990
2025-06-18,13305.029296875,13353.959530704697,13111.305513957426,13261.091944048334,8016
2025-06-19,13177.2119140625,13360.949940145214,13046.398428101436,13232.133606641572,14470
2025-06-20,13189.1943359375,13328.995002732718,12982.489064318854,13181.205726406344,46664
2025-06-23,13028.423828125,13224.144765529192,12907.596106564248,13224.144765529192,24921
2025-06-24,13133.2744140625,13231.134883388697,12991.476591161278,13230.136307171082,8958
2025-06-25,13265.0869140625,13318.011455348656,13085.343188939702,13121.29193396426,10187
2025-06-26,13387.9111328125,13424.858452266077,13146.2556920621,13266.084836235852,5001
2025-06-27,13478.7822265625,13554.674021585372,13292.048467756218,13424.859109046249,12158
2025-06-30,13372.9326171875,13564.65924969198,13189.194594370709,13487.768881447995,5503
2025-07-01,13348.966796875,13451.820146671387,13181.205993323609,13450.821570459771,11889
2025-07-02,13160.236328125,13509.738013749384,13088.33883851084,13475.786421431589,28738
2025-07-03,13325.0009765625,13453.817307945636,13181.20600199528,13181.20600199528,8619
2025-07-04,13251.1064453125,13440.835927197157,13218.153430037795,13440.835927197157,5002
2025-07-07,13118.2958984375,13487.769102549692,12887.624789924212,13325.999753722192,13301
2025-07-08,13202.17578125,13243.117404957076,13001.46196746653,13118.295381459891,6409
2025-07-09,13153.24609375,13237.126497020194,13064.37280933277,13181.206228173398,8487
2025-07-10,13038.41015625,13226.142492113904,12961.519784646169,13226.142492113904,4112
2025-07-11,12934.5576171875,13075.356862460676,12865.655858862328,13038.409542779062,7676
2025-07-14,12975.4990234375,13067.368032992392,12781.77524241958,12847.681271013304,8802
2025-07-15,13135.271484375,13231.13480066662,12906.597531971023,12986.483628880713,5611
2025-07-16,13047.396484375,13180.207117500811,13014.443470140775,13180.207117500811,6510
2025-07-17,13256.099609375,13291.049777836628,12982.489719132533,13112.30463056144,4288
2025-07-18,13117.296875,13320.007842236982,13035.41362715058,13275.07191353913,4183
2025-07-21,13208.16796875,13265.086814612156,13017.439906299614,13248.11101847783,3221
2025-07-22,13127.283203125,13282.06251976005,13045.399951743875,13176.213438706402,5541
2025-07-23,13443.83203125,13505.743758646384,12980.49265202546,13070.364514375047,8302
2025-07-24,13567.6552734375,14164.80386058077,13360.94999327252,13505.743547011274,41829
2025-07-25,13539.6953125,13590.622701019618,13380.921689468249,13501.749415171656,4540
2025-07-28,13222.1474609375,13618.582212239682,12943.544701206243,13560.664792653972,11610
2025-07-29,13232.1337890625,13363.94585306946,13031.419964324628,13222.14802663773,3529
2025-07-30,13358.953125,13410.879090204067,13172.219365516146,13232.133940751608,1793
2025-07-31,13167.2265625,13357.954628133057,13100.321953089451,13250.108392068292,3053
2025-08-01,12920.578125,13264.088355697892,12853.673516114077,13167.226459251102,2926
2025-08-04,13333.98828125,13424.858717376244,12840.69162799324,12931.562064119486,8572
2025-08-05,13584.630859375,13620.579603195752,13200.17901573641,13333.988228846983,13286
2025-08-06,13679.49609375,13966.087478442769,13484.773724359442,13585.629925941215,25617
2025-08-07,13326.0,13659.524466092167,13205.172274260023,13629.567178718622,8305
2025-08-08,13308.0,13459.0,13101.0,13251.0,9393
2025-08-11,13805.0,13833.0,13145.0,13328.0,7409
2025-08-12,13763.0,13849.0,13650.0,13804.0,4532
2025-08-13,13598.0,13809.0,13320.0,13763.0,9659
2025-08-14,13739.0,14445.0,13539.0,13675.0,21626
2025-08-18,13940.0,14050.0,13650.0,13748.0,5526
2025-08-19,14449.0,14511.0,13847.0,13939.0,23145
2025-08-20,14620.0,14735.0,14250.0,14454.0,9495
2025-08-21,14598.0,14704.0,14432.0,14650.0,5630
2025-08-22,14570.0,14640.0,14332.0,14640.0,21701
2025-08-25,14771.0,15081.0,14481.0,14481.0,11081
2025-08-26,14270.0,14895.0,14200.0,14855.0,9999
2025-08-28,14131.0,14370.0,14005.0,14270.0,3438
2025-08-29,14075.0,14330.0,14005.0,14140.0,4024
2025-09-01,14212.0,14249.0,14081.0,14249.0,2569
2025-09-02,14190.0,14332.0,14105.0,14299.0,2524
2025-09-03,13802.0,14240.0,13721.0,14140.0,14995
2025-09-04,13721.0,13951.0,13650.0,13910.0,3682
2025-09-05,13523.0,13749.0,13461.0,13740.0,3336
2025-09-08,13698.0,13884.0,13350.0,13700.0,27105
2025-09-09,13728.0,13866.0,13609.0,13760.0,28077
2025-09-10,13719.0,13865.0,13586.0,13865.0,4400
2025-09-11,13547.0,13768.0,13519.0,13615.0,3981
2025-09-12,13433.0,13635.0,13343.0,13578.0,28325
2025-09-15,13658.0,13750.0,13473.0,13510.0,7608
2025-09-16,13732.0,13899.0,13609.0,13614.0,4251
2025-09-17,13566.0,13895.0,13530.0,13895.0,10121
2025-09-18,13449.0,13716.0,13400.0,13700.0,3417
2025-09-19,13240.0,13518.0,13202.0,13401.0,10003
2025-09-22,13330.0,13404.0,13125.0,13240.0,6986
2025-09-23,12999.0,13380.0,12805.0,13330.0,22487
2025-09-24,12944.0,13079.0,12914.0,12999.0,5143
2025-09-25,12807.0,12993.0,12726.0,12949.0,9068
2025-09-26,12580.0,12869.0,12546.0,12706.0,4801
2025-09-29,12476.0,12693.0,12335.0,12591.0,30728
2025-09-30,12905.0,12938.0,12501.0,12545.0,15453
2025-10-01,13065.0,13227.0,12850.0,13199.0,15829
2025-10-03,13569.0,13888.0,12973.0,13239.0,64123
2025-10-06,13579.0,13678.0,13411.0,13678.0,5765
2025-10-07,13558.0,13600.0,13480.0,13554.0,3375
2025-10-08,13265.0,13625.0,13181.0,13625.0,5107
2025-10-09,13360.0,13455.0,13210.0,13231.0,6878
2025-10-10,13332.0,13489.0,13218.0,13369.0,15287
2025-10-13,13125.0,13385.0,13055.0,13385.0,4159
2025-10-14,13070.0,13195.0,12973.0,13125.0,5059
2025-10-15,13031.0,13136.0,12990.0,13084.0,3803
2025-10-16,13052.0,13210.0,12956.0,13031.0,5330
2025-10-17,13002.0,13109.0,12782.0,13036.0,3458
2025-10-20,13036.0,13145.0,12913.0,13042.0,3009
2025-10-21,13084.0,13147.0,13010.0,13066.0,411
2025-10-23,13000.0,13119.0,12957.0,13084.0,8956
2025-10-24,12890.0,13065.0,12821.0,13000.0,3905
2025-10-27,12914.0,12990.0,12822.0,12899.0,10125
2025-10-28,12917.0,13116.0,12880.0,12900.0,3278
2025-10-29,13023.0,13096.0,12825.0,12825.0,2959
2025-10-30,12821.0,13098.0,12775.0,12900.0,5541
2025-10-31,12424.0,12900.0,12320.0,12775.0,34783
2025-11-03,12660.0,12680.0,12403.0,12424.0,4118
2025-11-04,12852.0,12964.0,12602.0,12722.0,18846
2025-11-06,12802.0,12910.0,12302.0,12650.0,72371
2025-11-07,12680.0,12808.0,12572.0,12674.0,37634
2025-11-10,12660.0,12780.0,12485.0,12780.0,5819
2025-11-11,12599.0,12660.0,12497.0,12660.0,3299
2025-11-12,12854.0,12886.0,12572.0,12606.0,9295
2025-11-13,12800.0,12993.0,12751.0,12899.0,45355
2025-11-14,12688.0,12940.0,12526.0,12940.0,6847
2025-11-17,12699.0,12854.0,12618.0,12720.0,4413
2025-11-18,12631.0,12814.0,12575.0,12750.0,6968
2025-11-19,12963.0,13144.0,12658.0,12705.0,43689
2025-11-20,13047.0,13180.0,12832.0,13000.0,11542
2025-11-21,12962.0,13040.0,12750.0,12981.0,8150
2025-11-24,12931.0,13450.0,12800.0,12851.0,5666
2025-11-25,12787.0,13008.0,12711.0,12940.0,5512
2025-11-26,12893.0,13112.0,12775.0,12850.0,94448
2025-11-27,13095.0,13150.0,12784.0,12784.0,37595
2025-11-28,13204.0,13348.0,12901.0,13189.0,12436
2025-12-01,14827.0,15297.0,13016.0,13204.0,240883
2025-12-02,14413.0,14779.0,14289.0,14500.0,49034
2025-12-03,14787.0,15240.0,14183.0,14351.0,80643
2025-12-04,14865.0,14949.0,14571.0,14587.0,18579
2025-12-05,14793.0,14930.0,14640.0,14839.0,14137
2025-12-08,14717.0,15090.0,14612.0,14721.0,19753
2025-12-09,14401.0,14699.0,14250.0,14580.0,26692
2025-12-10,14361.0,14753.0,14268.0,14439.0,39280
2025-12-11,14248.0,14400.0,14151.0,14400.0,7292
2025-12-12,14122.0,14394.0,14025.0,14373.0,5284
2025-12-15,14631.0,14695.0,14043.0,14122.0,14102
2025-12-16,15030.0,15097.0,14385.0,14633.0,74504
2025-12-17,14705.0,15285.0,14588.0,14881.0,29334
2025-12-18,15022.0,15145.0,14601.0,14755.0,48153
2025-12-19,15567.0,15848.0,14922.0,15020.0,57351
2025-12-22,15329.0,15653.0,15260.0,15569.0,23690
2025-12-23,14986.0,15359.0,14930.0,15329.0,7633
2025-12-24,14802.0,15086.0,14671.0,14800.0,23124
2025-12-26,14767.0,14973.0,14717.0,14848.0,14416
2025-12-29,14762.0,14956.0,14672.0,14867.0,14621
2025-12-30,14826.0,14922.0,14452.0,14825.0,17148
2025-12-31,14878.0,15077.0,14724.0,14826.0,14150
2026-01-01,14729.0,14989.0,14671.0,14960.0,432454
2026-01-02,15040.0,15100.0,14729.0,14800.0,7205
2026-01-05,15119.0,15407.0,14970.0,15198.0,10226
2026-01-06,15299.0,15692.0,15119.0,15119.0,31364
2026-01-07,14881.0,15305.0,14633.0,15305.0,23539
2026-01-08,14466.0,14918.0,14391.0,14825.0,7932
2026-01-09,14244.0,14510.0,14173.0,14500.0,6336
2026-01-12,13963.0,14515.0,13608.0,14151.0,26064
2026-01-13,14133.0,14188.0,13884.0,14000.0,4837
2026-01-14,14028.0,14224.0,13900.0,14042.0,23005
2026-01-15,14028.0,14028.0,14028.0,14028.0,0
2026-01-16,14049.0,14146.0,13952.0,14028.0,5558
2026-01-20,13738.0,14040.0,13656.0,13975.0,5000
2026-01-21,13773.0,13890.0,13527.0,13738.0,10271
2026-01-22,13837.0,14049.0,13701.0,13773.0,20770
2026-01-23,13557.0,13957.0,13500.0,13768.0,2673
2026-01-27,14039.0,14250.0,13357.0,13625.0,6640
2026-01-28,14234.0,14358.0,13811.0,13970.0,6599
2026-01-29,14270.0,14380.0,14064.0,14163.0,8808
2026-01-30,14989.0,15168.0,14148.0,14227.0,22450
2026-02-02,15024.0,15210.0,14850.0,15210.0,77137
2026-02-03,15379.0,15555.0,15059.0,15124.0,11895
